match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team,r_carry,r_disabler,r_durable,r_escape,r_initiator,r_jungler,r_nuker,r_pusher,r_support,d_carry,d_disabler,d_durable,d_escape,d_initiator,d_jungler,d_nuker,d_pusher,d_support
7406099801,6234331377,False,1698598123,2061,3972.0,1.0,7,22,42,7,181,"[71, 35, 36, 112, 64]","[104, 53, 67, 113, 30]",3,4,2,1,1,0,4,1,2,4,2,2,3,1,0,4,1,1
7406099800,6234328387,True,1698598118,1916,2761.0,2.0,7,22,45,7,273,"[22, 44, 67, 84, 26]","[96, 86, 10, 7, 35]",3,2,2,2,2,0,3,0,2,2,4,2,2,2,0,5,0,2
7406099718,6234325503,False,1698598124,1742,,,7,22,41,4,274,"[10, 26, 60, 106, 45]","[75, 5, 22, 81, 48]",3,4,2,2,3,0,5,1,1,4,3,1,0,2,0,4,2,2
7406099713,6234334276,False,1698598122,2169,2980.0,1.0,7,22,53,5,272,"[89, 71, 20, 49, 9]","[14, 93, 22, 36, 68]",4,5,2,4,4,0,3,2,3,3,4,2,1,1,0,5,0,1
7406099616,6234325289,True,1698598118,1797,2692.0,3.0,7,22,42,6,122,"[53, 110, 32, 2, 11]","[81, 25, 36, 128, 90]",4,3,1,3,2,0,3,1,1,3,5,2,1,1,0,4,1,3
7406099604,6234333803,True,1698598094,2165,,,7,22,41,4,273,"[8, 40, 30, 81, 23]","[36, 43, 14, 83, 104]",3,4,2,1,3,0,3,3,3,3,5,4,1,3,0,4,1,1
7406099517,6234330059,True,1698598117,1991,4245.0,1.0,7,22,42,3,153,"[28, 45, 6, 7, 126]","[119, 41, 35, 71, 104]",3,4,1,2,2,0,3,2,1,4,4,3,3,3,0,3,0,1
7406124809,6234335255,True,1698599047,1295,2872.0,3.0,7,22,61,3,117,"[48, 8, 83, 74, 14]","[42, 46, 121, 21, 105]",3,3,2,3,2,0,3,3,1,3,4,1,3,1,0,3,0,3
7406123914,6234329535,False,1698599008,1019,,,0,22,41,3,121,"[96, 75, 14, 89, 86]","[36, 48, 102, 39, 45]",2,5,2,2,4,0,4,1,3,4,1,2,1,0,0,4,2,1
7406118209,6234335451,True,1698598802,1533,,,7,22,42,9,121,"[83, 72, 20, 81, 35]","[42, 37, 36, 107, 135]",3,4,2,2,3,0,3,1,2,3,4,4,1,3,0,2,0,2
7406117412,6234328456,True,1698598738,1287,3699.0,1.0,7,22,54,5,347,"[86, 22, 100, 35, 80]","[26, 121, 13, 11, 138]",3,2,1,0,1,0,4,1,1,2,4,0,2,2,0,5,0,2
7406117208,6234326197,False,1698598763,1234,4441.0,2.0,0,4,44,8,236,"[129, 11, 1, 28, 5]","[27, 62, 57, 89, 17]",4,3,2,2,2,0,3,0,1,2,3,1,3,3,0,4,2,3
