match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team,r_carry,r_disabler,r_durable,r_escape,r_initiator,r_jungler,r_nuker,r_pusher,r_support,d_carry,d_disabler,d_durable,d_escape,d_initiator,d_jungler,d_nuker,d_pusher,d_support
7406119910,6234324723,False,1698598858,1058,5000.0,1.0,7,22,74,3,273,"[119, 42, 121, 104, 35]","[63, 110, 80, 71, 103]",3,4,2,2,2,0,4,0,3,3,3,3,3,3,0,2,1,1
7406117516,6234339523,False,1698598773,1598,3687.0,2.0,7,22,81,6,273,"[62, 53, 44, 136, 97]","[121, 41, 19, 68, 71]",3,2,0,5,2,0,3,1,1,3,5,3,3,3,0,3,1,2
7406111717,6234336853,True,1698598562,1692,5468.0,2.0,7,22,81,5,182,"[137, 42, 64, 63, 81]","[45, 78, 46, 121, 4]",3,4,3,1,3,0,1,2,2,3,3,1,2,2,0,4,1,1
7406108418,6234333764,True,1698598432,1828,,,7,22,81,3,184,"[101, 70, 53, 106, 23]","[21, 68, 2, 107, 10]",4,4,2,2,2,0,4,1,2,3,5,3,3,2,0,4,0,2
7406108104,6234325466,False,1698598387,1526,3548.0,2.0,0,4,72,4,381,"[39, 30, 31, 62, 19]","[104, 71, 41, 75, 126]",2,2,1,2,1,0,5,1,2,5,5,3,3,4,0,3,0,1
7406107712,6234323541,True,1698598413,1327,5795.0,1.0,7,22,81,5,122,"[27, 81, 59, 83, 89]","[57, 18, 114, 85, 100]",3,4,3,2,5,0,1,3,3,2,4,3,1,3,0,4,0,2
7406106219,6234342431,False,1698598359,2197,4162.0,2.0,7,22,71,4,152,"[34, 14, 45, 71, 67]","[121, 54, 42, 56, 31]",3,2,3,2,2,0,3,2,0,3,3,2,3,1,0,2,1,3
7406104005,6234339834,False,1698598244,2266,2820.0,2.0,7,22,74,5,185,"[53, 86, 13, 48, 2]","[26, 76, 70, 50, 68]",3,3,1,2,2,0,4,2,1,2,5,1,0,1,0,4,0,3
7406103810,6234342168,False,1698598268,2397,4492.0,3.0,7,22,81,6,273,"[63, 76, 14, 23, 83]","[99, 138, 42, 56, 50]",3,4,3,2,3,0,3,0,2,4,3,2,1,2,0,3,1,2
7406102614,6234323537,True,1698598223,1619,4475.0,2.0,7,22,72,4,182,"[7, 121, 57, 74, 10]","[11, 100, 102, 36, 63]",2,4,2,3,1,0,5,1,3,4,2,2,1,1,0,3,0,1
7406102001,6234330274,True,1698598204,1922,2856.0,3.0,7,22,81,6,153,"[76, 18, 83, 14, 119]","[46, 69, 96, 68, 67]",2,5,3,2,3,0,4,0,2,3,3,3,3,2,0,3,0,1
7406100801,6234323054,True,1698598159,1691,2588.0,2.0,7,22,73,2,381,"[5, 62, 14, 7, 81]","[21, 83, 71, 123, 93]",1,4,2,1,3,0,4,1,2,3,5,2,5,2,0,3,0,3
7406099907,6234330142,False,1698598129,1983,3542.0,2.0,7,22,71,8,272,"[42, 11, 66, 53, 75]","[72, 108, 111, 138, 45]",4,2,1,1,2,0,3,2,3,2,4,1,2,0,0,5,1,2
7406098719,6234339223,True,1698598083,2435,4762.0,2.0,7,22,71,5,184,"[81, 107, 5, 121, 41]","[99, 135, 14, 63, 23]",2,5,3,3,3,0,3,1,2,4,2,4,1,3,0,3,0,1
7406098514,6234327693,False,1698598077,1882,2521.0,1.0,7,22,81,4,271,"[71, 44, 22, 121, 68]","[110, 14, 25, 46, 79]",3,3,1,3,1,0,3,0,2,2,4,1,2,3,0,4,0,3
7406097918,6234318376,True,1698598047,1590,3987.0,3.0,7,22,73,7,152,"[50, 120, 81, 60, 30]","[76, 138, 38, 67, 87]",3,5,3,1,3,0,4,1,2,3,4,2,1,2,0,4,0,1
7406096802,6234331650,False,1698598018,2158,4665.0,1.0,7,22,81,2,183,"[95, 110, 34, 37, 97]","[23, 135, 76, 81, 30]",2,4,1,2,3,0,3,2,2,4,4,3,0,2,0,3,1,2
7406096508,6234327197,True,1698598003,1957,4865.0,1.0,7,22,81,7,184,"[14, 46, 107, 128, 80]","[68, 5, 81, 28, 10]",2,3,3,3,2,0,3,1,1,3,5,3,2,2,0,3,1,2
7406094613,6234321332,False,1698597918,1764,4724.0,2.0,7,22,71,5,181,"[75, 86, 81, 44, 34]","[121, 4, 83, 97, 29]",4,3,1,1,2,0,3,2,2,2,5,2,3,4,0,4,0,2
7406094501,6234325548,False,1698597932,2011,3867.0,2.0,7,22,73,8,181,"[14, 81, 82, 55, 83]","[121, 54, 26, 28, 90]",2,5,3,3,5,0,2,2,1,2,5,2,3,2,0,3,0,3
